Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,id,RUL,Voltage_measured_mean,Voltage_measured_std,Current_measured_mean,Current_measured_std,Temperature_measured_mean,Temperature_measured_std,Current_charge_mean,Current_charge_std,Voltage_charge_mean,Voltage_charge_std
4.199297267,0.214982753,6.158268187,0.214,4.332,6112.718,668,4695.703,4.182758119,0.073184489,0.642004375,0.414627462,7.444958224,1.669803162,0.638496732,0.412267538,4.549858824,0.26210303
4.199230016,0.127906886,5.310655378,0.128,4.284,8151.844,670,2658.109,4.187718669,0.063534992,0.521574633,0.41364139,7.050835248,1.576931204,0.518777668,0.411302735,4.491256917,0.253072196
4.19947929,0.117691008,5.854883826,0.116,4.278,8819.515,672,1983.719,4.188538672,0.061936867,0.487489486,0.408052304,6.92407474,1.654118803,0.484875344,0.405761593,4.470982585,0.244325296
4.201464123,0.099458227,4.905824326,0.098,4.268,10061.344,675,744.985,4.196924999,0.021610069,0.432493333,0.370257975,6.405006366,0.923894305,0.430192275,0.368185632,4.446261965,0.24080741
4.196639525,0.077967462,6.139323342,0.077,4.246,10796.703,678,8.187,4.190694789,0.0552039,0.416089886,0.398065926,6.712162847,1.537655855,0.413892157,0.395737393,4.426822775,0.232926001
4.199505609,0.112219282,5.025432957,0.112,4.273,8777.953,680,2029.39,4.188789531,0.060926382,0.482579043,0.404355601,6.9431712,1.719882264,0.479996286,0.401978356,4.461250696,0.241799158
4.199563669,0.079311206,4.523157576,0.08,4.257,10793.234,682,16.391,4.191252806,0.053735387,0.408368234,0.391364645,6.661686479,1.554988761,0.406230068,0.389145824,4.426562642,0.231519581
4.201202747,0.147129103,4.643375513,0.146,4.295,7649.344,684,3155.531,4.187757025,0.062735255,0.52653405,0.403552673,7.123317605,1.686438752,0.523676692,0.401353047,4.484172932,0.24658818
4.200700342,0.179878643,5.23359996,0.179,4.311,5748.937,687,5055.594,4.196846215,0.021560985,0.565158877,0.351691038,6.709743857,0.825293114,0.562143472,0.349752724,4.515857963,0.258771398
4.198984912,0.225729038,5.820681741,0.225,4.338,6084.859,691,4725.157,4.193076845,0.031594073,0.665244778,0.400393709,7.072205474,0.916586136,0.661455902,0.398149007,4.57804749,0.278097783
4.199702036,0.113197609,4.638620368,0.113,4.273,8985.172,694,1818.11,4.187486437,0.063349596,0.500850182,0.426349776,7.010857752,1.585247891,0.498052486,0.423881031,4.466484346,0.250587515
4.19974499,0.213031855,6.748795838,0.211,4.327,6168.875,696,4640.031,4.183001695,0.073683748,0.647689381,0.424694848,7.53123586,1.609611202,0.644044295,0.422342344,4.541157047,0.26497147
4.19960982,0.179848209,6.173680735,0.178,4.311,6841.547,698,3967.828,4.184511549,0.070070797,0.598500591,0.422128142,7.558466793,1.627898731,0.595166464,0.419794536,4.522208991,0.260330835
4.199246345,0.111507744,5.715434936,0.112,4.273,8782.61,700,2021.328,4.187816404,0.063417134,0.495106333,0.415276638,7.356454525,1.622442396,0.492444339,0.412860652,4.467119886,0.247361164
4.199229888,0.170944367,6.233089946,0.17,4.305,7090.016,703,3712.297,4.195080956,0.027053424,0.566597641,0.38211621,7.093802116,0.847810188,0.563466192,0.380048131,4.518293001,0.259694692
4.199261782,0.102045007,5.746308285,0.102,4.268,9602.141,707,1205.375,4.196242434,0.023729881,0.466504146,0.39066971,6.860314466,0.911059071,0.463971053,0.388378882,4.464798246,0.251530315
4.199573853,0.102012689,5.461235581,0.101,4.268,9449.718,710,1354.922,4.188891167,0.060563481,0.470753462,0.413488815,7.178308178,1.541489664,0.468108929,0.411124442,4.457995536,0.246524795
4.199325665,0.131106807,6.344088855,0.131,4.284,8195.406,712,2611.688,4.187629947,0.063877771,0.51640515,0.413958222,7.333660574,1.5755255,0.513431677,0.411601929,4.479153209,0.250126209
4.201170622,0.097608511,6.35159787,0.097,4.268,10000.313,714,802.922,4.189949709,0.056873348,0.438324112,0.400972709,7.068768792,1.558972753,0.435980409,0.39872379,4.440602215,0.236963505
4.200405366,0.163072301,6.279503711,0.163,4.305,7183.125,716,3622.328,4.186362784,0.066952267,0.557469159,0.408959663,7.475852157,1.622801245,0.554353151,0.406710451,4.506917955,0.255905766
4.196894802,0.035217624,5.565375731,0.036,4.23,10712.641,719,93.437,4.197830192,0.01188114,0.215052206,0.274445846,6.164438016,0.654683146,0.214038523,0.272912876,4.328395666,0.198673747
4.200588135,0.090210751,5.853544507,0.09,4.262,10350.172,723,456.469,4.195973298,0.024826967,0.449166884,0.403973109,6.747750405,0.927469977,0.44679402,0.401701246,4.45704402,0.255699339
4.198639052,0.233318176,6.034402925,0.231,4.338,5532.454,726,5275.515,4.17992912,0.078867429,0.707258182,0.425711965,7.95768379,1.584127995,0.70368062,0.423294169,4.572868217,0.274054908
4.199919807,0.200936027,6.592395505,0.2,4.322,6313.672,728,4495.922,4.183326226,0.072222476,0.636172761,0.425642344,7.750077577,1.581943009,0.632894376,0.423245089,4.534942387,0.266429334
4.200734384,0.17881396,5.538001344,0.178,4.311,6816.203,730,3987.906,4.184523286,0.070726775,0.598073028,0.422217068,7.623812478,1.578590053,0.594761724,0.419809407,4.516414449,0.260424954
4.196835542,0.075268068,5.546827308,0.076,4.251,10671.281,732,139.063,4.190147432,0.055926797,0.4209737,0.403548318,7.043480189,1.518977383,0.418626526,0.401304663,4.430034988,0.237098688
4.200703339,0.099595173,5.632479711,0.099,4.268,10085.204,735,723.687,4.196849233,0.021801726,0.433201364,0.376171579,6.751315561,0.861180786,0.430813149,0.374080207,4.445640138,0.24252574
4.206965293,-0.002385331,22.85472064,-0.0006,0.002,4374.687,737,705.391,4.212153293,0.004387233,0.122965975,0.13385153,23.07625026,0.195076916,0.124075083,0.134457648,3.859300727,1.314915859
4.212901817,0.035572022,22.53879137,0.0376,4.25,8823.547,740,1980.157,4.128651344,0.138021499,0.748572861,0.632845975,25.20343876,2.254263991,0.753481506,0.636132406,4.560139744,0.28461556
4.213242416,0.033572714,22.25283047,0.037,4.25,8898.828,742,1903.953,4.132222294,0.132498981,0.735426875,0.632774055,24.881009,2.268717125,0.740192335,0.636025372,4.555529754,0.284303108
4.214407853,0.031366996,22.14566084,0.0348,4.25,9334.953,744,1467.515,4.137181816,0.129034001,0.699879293,0.633978726,24.62657768,2.325985029,0.704560133,0.637264117,4.539182077,0.283898151
4.211721851,0.178871067,23.47844626,0.1809,4.326,5608.781,746,5193.609,4.09214813,0.144126986,1.076194228,0.516293978,26.32169069,1.912400828,1.082870931,0.519117218,4.702874675,0.245077489
4.214200514,0.055828913,23.58334806,0.0583,4.263,8267.187,749,2535.36,4.138630992,0.113048073,0.773847415,0.620393867,24.79239562,1.160705085,0.778866224,0.623628545,4.583593658,0.284438513
4.212206637,0.038647167,23.68180798,0.0392,4.25,7955.578,752,2558.375,4.149566491,0.104215557,0.698565448,0.617169699,26.14098041,2.191650646,0.70302242,0.620400786,4.550505733,0.286272997
4.213251697,0.036506445,23.33890331,0.0376,4.25,8949.594,754,1855.406,4.136426187,0.127688584,0.721133478,0.625587984,26.05425827,2.133011383,0.725799751,0.628828283,4.54977995,0.282125685
4.213535709,0.058207512,22.58203634,0.0594,4.263,7784.188,756,3020.078,4.126957201,0.132160118,0.802923355,0.616164182,25.54725468,2.50834617,0.807913777,0.619375803,4.58767439,0.280659517
4.213953916,0.034931956,22.14169986,0.0359,4.25,9073.781,758,1729.813,4.140712721,0.123104049,0.693676277,0.629612956,24.84652299,2.54110825,0.698251366,0.632920524,4.537160291,0.28281797
4.213262294,0.171368888,23.25425464,0.1727,4.326,5793.469,761,5008.937,4.118292665,0.113056649,1.018169367,0.534094295,24.4904236,1.059768083,1.024469336,0.536994722,4.70827314,0.258621208
4.211636738,0.156096437,23.10382065,0.1586,4.314,5755.485,764,5050.031,4.104917985,0.136168403,1.018863416,0.537829164,26.06165147,2.193224789,1.025108525,0.540737592,4.680263249,0.253806646
4.21228738,0.058950178,22.1992463,0.0626,4.263,7363.921,766,3440.657,4.127940844,0.127836423,0.824468276,0.606979643,25.26829619,2.500104548,0.829645243,0.610150789,4.599266791,0.280312002
4.212407249,0.085214934,22.38534813,0.0855,4.276,6921.531,768,3881.25,4.123561462,0.128511945,0.868892175,0.594978391,25.40921945,2.413713157,0.874285492,0.598162797,4.620532129,0.276772647
4.214448639,0.031095622,22.15265267,0.0354,4.25,9379.563,770,1423.921,4.147073617,0.117149705,0.658174352,0.623841537,24.63605842,2.520646668,0.662593824,0.62704817,4.527127335,0.285718457
4.213702735,0.032620939,21.96401347,0.0354,4.25,9176.843,773,1627.11,4.155819422,0.096579136,0.66803322,0.618637306,23.56810103,1.298973181,0.672483195,0.6219268,4.548327388,0.296228661
4.205506617,-0.002558343,22.07018974,-0.0006,0.002,10351.516,776,450.797,4.154170286,0.110614483,0.593910824,0.621597405,24.45457087,2.391520734,0.597958393,0.624793979,4.128023929,1.306410925
4.207791366,-0.001126557,22.50867359,0,0.002,9672.922,778,1129.625,4.151596235,0.112125288,0.636324788,0.618743183,24.91624483,2.239749379,0.640644372,0.621957005,4.495130686,0.435452404
4.213796075,0.033914942,22.00090772,0.0359,4.25,8996.328,780,1808.813,4.148469344,0.113388499,0.669703026,0.619845345,24.67721795,2.487530875,0.674131234,0.623093878,4.533208228,0.285504254
4.212621272,0.032325599,22.51191172,0.0387,4.25,8581.188,782,2221.687,4.145753457,0.114341681,0.70593756,0.613538732,25.21999434,2.155313853,0.710543544,0.616757934,4.549439003,0.283087739
4.213711801,0.057305512,22.47246751,0.0588,4.263,8133.329,785,2669.875,4.153134309,0.09610879,0.730386871,0.607937127,23.86371661,1.193338424,0.735136165,0.611198925,4.575461319,0.291229732
4.211999942,0.037384597,22.94878385,0.0387,4.25,8257,789,2546.672,4.150396412,0.099861762,0.729463169,0.612873925,24.514039,1.245456433,0.734102657,0.616100574,4.575176945,0.29352551
4.214391436,0.033855036,23.39824491,0.0354,4.25,9116.39,792,1686.719,4.147629117,0.115228956,0.664799676,0.62126186,26.01727791,2.429028207,0.669179712,0.62448922,4.527902269,0.284158101
4.213237245,0.107417284,23.84073553,0.109,4.288,6446.312,794,4357.375,4.123734607,0.125224407,0.897731812,0.579911286,26.9595342,2.294729346,0.903312492,0.583076465,4.633598154,0.273541327
4.212998986,0.034896185,23.04408105,0.037,4.25,8631.094,796,2173.922,4.14738513,0.11333577,0.685253888,0.617096183,25.9257744,2.515256583,0.689729461,0.620352955,4.542283372,0.286926354
4.212359429,0.061731061,22.9657805,0.0626,4.263,7291.218,798,3511.266,4.136543248,0.11900564,0.794745872,0.604357319,26.17089838,2.575918656,0.799716116,0.607558646,4.585746503,0.280693532
4.204900255,-0.002238697,23.00877289,-0.0006,0.002,10657.296,801,146.985,4.166793732,0.087136996,0.558141569,0.610944735,24.40180722,1.400605545,0.561945942,0.614126452,4.007184397,1.479601611
4.20596584,-0.002384214,23.53315621,-0.0006,0.002,9147.844,804,1658.156,4.152751436,0.108930003,0.642221799,0.616835273,26.08938459,2.492277808,0.646474001,0.620072732,4.51795039,0.317919942
4.212680135,0.037217664,24.0210907,0.0392,4.25,7903.328,806,2899.984,4.143877653,0.113951243,0.737016574,0.6085912,26.87854407,2.331107547,0.741887527,0.611811547,4.564812099,0.285082716
4.213547674,0.057219323,24.43424571,0.0605,4.263,8160.875,808,2645.141,4.146882514,0.11166812,0.717523259,0.60684784,26.89049299,2.198318694,0.722288778,0.610048996,4.558327216,0.28567648
4.213751334,0.057066259,23.62737874,0.0588,4.263,7859.016,810,2943.813,4.145224636,0.113006661,0.733569972,0.606291504,26.43843814,2.494521141,0.738365787,0.609542127,4.564793179,0.284844433
4.212066935,0.037522802,22.82656019,0.0387,4.25,8237.031,813,2565.234,4.159173209,0.091265399,0.692794134,0.605326822,24.65403212,1.438248049,0.697310599,0.608632804,4.56145734,0.295396473
4.211058639,0.086108552,23.45161373,0.0883,4.276,6457.922,816,4347.953,4.134541961,0.116164289,0.856637849,0.580921343,26.60466999,2.41095071,0.862064662,0.58408739,4.622388514,0.279781751
4.213576544,0.057381309,23.4664482,0.0599,4.263,7596.625,818,3207.718,4.146149028,0.110767357,0.742002615,0.603206007,26.47347417,2.530051253,0.746791945,0.606372767,4.572295154,0.290085509
4.203603851,-0.003021976,22.75448676,0,0.002,10651.078,820,154.422,4.164676284,0.096951396,0.533092876,0.605128207,25.16101693,2.625501107,0.536965608,0.60820287,3.869381194,1.60329701
4.204939471,-0.003208123,22.54694877,0,0.002,10088.312,822,715.172,4.164166855,0.097249718,0.560205432,0.604247822,25.00360368,2.605905537,0.564275576,0.607336798,4.150653273,1.253365503
4.212772325,0.059609078,22.43262919,0.0615,4.263,7582.203,825,3223.125,4.160945412,0.088109125,0.722331174,0.595228422,24.2578068,1.400739932,0.727194737,0.598378542,4.569879792,0.290852146
4.213712655,0.081850833,22.95053979,0.0823,4.276,6974.985,828,3830.468,4.144433289,0.109814105,0.786685829,0.591718096,26.10886856,2.540006056,0.791801058,0.594926464,4.59360119,0.285375996
4.205270406,-0.002275478,23.1023734,0,0.002,9816.063,830,990.328,4.163273288,0.098412027,0.572466692,0.604670264,25.58315333,2.645945632,0.576512732,0.607830296,4.225630424,1.133704865
4.212201704,0.039146602,23.23429286,0.0392,4.25,8148.922,832,2657,4.154889283,0.103944923,0.676948576,0.603647,26.16261716,2.635408218,0.681510893,0.606806186,4.542808069,0.288184921
4.204329998,-0.001488398,22.72239336,0,0.002,10172.906,834,632.484,4.166551212,0.094515048,0.544942851,0.599064506,25.28515883,2.687381631,0.548933954,0.602159218,4.091846297,1.331951628
4.214054322,0.033195979,22.26500291,0.0354,4.25,9341.407,837,1461.687,4.172241405,0.079702721,0.590564455,0.593829415,24.02783732,1.521107887,0.594779064,0.596967811,4.51605144,0.294044913
4.19800981,-0.000388213,5.495638729,-0.0006,0.002,8965.438,841,1840.828,4.204022368,0.0093861,0.026802746,0.063088184,5.344396787,0.468590826,0.027789293,0.063371049,1.49090257,2.036557046
4.198335436,-0.001199563,5.695712514,-0.0006,0.002,9635.969,844,1167.125,4.203963463,0.008738694,0.027352998,0.066227038,5.460589118,0.490127439,0.028467202,0.066489987,1.417301858,2.012934361
4.198363601,0.000904862,5.473970916,-0.0006,0.002,9235.875,846,1569.89,4.203992706,0.008947975,0.028142344,0.067589717,5.518137308,0.444121004,0.029369668,0.067829215,1.447739336,2.023804205
4.199860536,9.86E-05,5.187673981,-0.0006,0.002,6115.938,848,2367.265,4.207334268,0.009949647,0.044345783,0.079217643,5.566106796,0.506461198,0.045534755,0.079630416,2.26179646,2.135487797
4.198904386,-0.001210883,5.970064968,0,0.002,7359.359,850,3444.047,4.206429384,0.008984826,0.042283827,0.075904532,5.228072563,0.660859897,0.043474251,0.076182365,2.07901018,2.138582528
4.198577146,-0.001803017,5.452963242,-0.0006,0.002,9916.938,853,889.593,4.204417469,0.008211895,0.029367369,0.0682858,5.248497581,0.681746886,0.030570913,0.068517126,1.474797773,2.033124223
4.198982187,-0.0012031,5.299355493,-0.0006,0.002,8921.406,855,1882.422,4.205179166,0.008428026,0.032970414,0.070816014,5.318850863,0.68144971,0.034191854,0.071079851,1.656394303,2.083826546
4.199335665,-0.001504816,5.611671492,-0.0006,0.002,9645.359,857,1160.328,4.205204271,0.008237884,0.030773706,0.068940946,5.326624616,0.618036205,0.03205091,0.069228241,1.564437238,2.059925018
4.198634656,-0.002294743,5.081164607,0,0.002,8618.734,859,807.313,4.204956851,0.008771286,0.033636183,0.073687295,5.275042501,0.655732863,0.034981333,0.073888125,1.628673189,2.077683937
4.199884583,-0.000302398,6.162447179,-0.0006,0.002,7498.578,862,3304.25,4.206520265,0.00908107,0.034629539,0.067951548,5.309794556,0.615547149,0.035825566,0.06816981,1.928201223,2.127184672
4.19784423,-0.002026303,5.446573555,-0.0006,0.002,10347.859,865,458.656,4.203603131,0.008438862,0.027803037,0.067988788,5.272504339,0.632455049,0.029026507,0.068231215,1.361490248,1.992464553
4.198448912,-0.001943319,4.382726606,-0.0006,0.002,9207.61,867,1598.953,4.204339417,0.008719982,0.032278165,0.071943788,5.19003241,0.746046288,0.033443239,0.072228081,1.573057013,2.062756093
4.198596033,-0.004027969,6.144163504,-0.0006,0.002,10633.625,869,171.391,4.203964014,0.008423932,0.024421717,0.062423438,5.228089805,0.694314525,0.025555345,0.062709206,1.294015838,1.963772388
4.200014453,-0.002146126,4.372787684,-0.0006,0.002,5735.625,871,5067.609,4.207423014,0.009754025,0.045908477,0.079992266,5.289632122,0.671677509,0.047005877,0.080422164,2.344535596,2.128736577
4.199352987,0.00084041,4.770075965,-0.0006,0.002,7054.719,874,3749.671,4.207132199,0.009588515,0.043108818,0.074393277,5.209795212,0.675787171,0.04424501,0.074660282,2.199141208,2.137899673
4.198744692,-0.000951653,5.399208834,0,0.002,6231.453,877,4573.64,4.206656742,0.009993938,0.044049423,0.078199602,5.239668409,0.728233504,0.045274323,0.078527585,2.171938902,2.139510628
4.197902814,-0.002839204,5.980195469,0,0.002,9975.859,879,827.484,4.204058121,0.008589279,0.030463915,0.070403902,5.310909078,0.652301882,0.03180281,0.070619934,1.494299903,2.039660933
4.199624303,-0.002869749,5.829186568,-0.0006,0.002,6435.281,881,4369.157,4.207351252,0.009724685,0.042492143,0.077013384,5.239010757,0.682295768,0.04372251,0.077394704,2.202974144,2.137853072
4.197834852,-0.002552258,5.644759839,0,0.002,9749.609,883,1055.735,4.204044636,0.008744218,0.030526563,0.071011485,5.270868639,0.697351988,0.031706053,0.071337284,1.497594797,2.040417233
4.198492353,-0.003590184,4.988479694,-0.0006,0.002,8127.969,886,2675.687,4.205031602,0.009403739,0.032330155,0.068726653,5.152112699,0.760965289,0.033441914,0.069046061,1.72607874,2.097660346
4.197600484,-0.002156097,5.305982605,0,0.002,10553.203,889,251.203,4.203666095,0.008628587,0.028916458,0.069897915,5.294899039,0.751064472,0.030166322,0.070176114,1.424203669,2.015611774
4.197991096,-0.00330507,6.204244897,0,0.002,9918.359,891,886.375,4.204012294,0.008742327,0.026827944,0.06650426,5.278643995,0.69065535,0.028181662,0.066723526,1.412632242,2.010892
4.197829762,-0.001932279,5.386521202,0,0.002,10510.64,893,293.047,4.203372567,0.008647088,0.024869466,0.066093746,5.282821897,0.686406578,0.026344216,0.066333899,1.271595124,1.954751943
4.198769315,-0.001309507,5.95512744,0,0.002,7975.422,895,2521.078,4.20530389,0.009255251,0.033856357,0.07476571,5.346967958,0.698386304,0.035192748,0.075056001,1.697118957,2.093151045
4.198451259,-0.00029968,4.858540187,0,0.002,7667.625,898,2464.5,4.20538336,0.00960231,0.034223591,0.070498638,5.254497467,0.683510953,0.035601603,0.070814525,1.832191717,2.116020772
4.198560674,-0.000308435,5.011679937,-0.0006,0.002,7840.14,902,2966.235,4.205521605,0.009857336,0.03616251,0.072858956,5.279108489,0.652391462,0.037184256,0.073204976,1.848876153,2.118118443
4.198297594,-0.000466642,5.031629567,0,0.002,7505.484,905,3300.203,4.205198866,0.009725033,0.035904314,0.075572115,5.243588336,0.695741852,0.037117358,0.075921266,1.799894882,2.111831224
4.196627944,-0.000966251,6.19157426,-0.0006,0.002,9981.875,907,825.25,4.203411933,0.009086316,0.030539067,0.072498237,5.38909287,0.665683631,0.031928297,0.072798665,1.461312565,2.028966317
4.198191156,-0.002708694,5.728577233,0,0.002,8881.656,909,1924.563,4.204490003,0.009198577,0.030915401,0.07280296,5.377920937,0.615789377,0.032290529,0.073095193,1.539195294,2.053143998
4.197749086,-0.003362849,6.082623172,-0.0006,0.002,6915.547,911,3889.39,4.205539303,0.010062962,0.039072867,0.078760797,5.332655429,0.645627265,0.040324312,0.079145135,1.943691131,2.130015155
4.199615286,-0.002125532,4.950742623,0,0.002,5484.468,914,5321.594,4.208491783,0.010793694,0.051730235,0.081307157,5.23339162,0.651422754,0.052754252,0.081769119,2.650981427,2.076475923
4.197319185,-0.000317265,4.749334028,-0.0006,0.002,8683.078,917,2123.203,4.203839607,0.009678964,0.031380003,0.07329282,5.258285041,0.679505886,0.032470068,0.073695023,1.539493546,2.05292346
4.196866796,-0.003654361,6.029021401,-0.0006,0.002,10782.641,919,21.172,4.202692549,0.008973694,0.025251843,0.066963734,5.311680104,0.671519431,0.026309692,0.067292139,1.262345924,1.950403885
4.19875899,-0.003596523,4.529214087,-0.0006,0.002,7086.5,921,3719.218,4.206014393,0.009886177,0.039937557,0.07922226,5.342485604,0.670776051,0.041163122,0.079601142,1.997499617,2.13427486
4.198238224,0.000278782,4.843040971,-0.0006,0.002,7292.031,923,3515.047,4.20553625,0.009919776,0.037960184,0.078212091,5.316269593,0.664314246,0.039203579,0.078618366,1.892862789,2.124833208
4.198648486,-0.001726127,5.450418174,-0.0006,0.002,8397.328,926,2407.344,4.205429073,0.009866695,0.033474134,0.070384591,5.301952875,0.603107197,0.03466174,0.07065556,1.77422106,2.106664824
4.197651536,0.000663842,4.285461718,0,0.002,8534.813,929,2269.875,4.204426144,0.009724597,0.03257943,0.07461428,5.360267513,0.646008747,0.033695032,0.074952413,1.621447742,2.075273723
4.198569229,-0.002941036,4.998501067,-0.0006,0.002,6296.859,931,4506.438,4.206478157,0.010364893,0.044889631,0.083288513,5.316138253,0.704251383,0.045845207,0.083792739,2.183498681,2.139203603
4.197583192,-0.001182333,6.009086531,-0.0006,0.002,9771.703,933,1035.516,4.203815145,0.009134025,0.028780469,0.071041116,5.331043712,0.703523993,0.029752691,0.071404434,1.438653824,2.020595435
4.198227344,-0.002014053,5.430742388,-0.0006,0.002,7411.719,935,3390.625,4.205505061,0.010004673,0.03803829,0.08029705,5.296926615,0.699811688,0.039135909,0.080643937,1.855455303,2.120716965
4.199766141,-0.001648743,3.440649192,-0.0006,0.002,4488.546,938,388.704,4.209876407,0.011164073,0.062875412,0.088326677,5.225176728,0.711253898,0.064270064,0.088826128,3.176993631,1.87080819
4.200749582,-0.003457584,5.255914083,-0.0006,0.002,3122.219,941,968.953,4.211719173,0.009443774,0.093796776,0.136847155,5.782102355,0.995876946,0.095260846,0.137777758,3.830681985,1.326097256
4.213934634,0.057022481,5.595638799,0.0594,4.263,1697.641,943,1349.188,4.213599713,0.011337707,0.14636588,0.17399133,6.342943545,1.33275705,0.148027458,0.175267628,4.295661017,0.270076923
4.212597954,0.036975581,5.068391393,0.0381,4.25,2336.094,945,964.906,4.213229191,0.009753394,0.116508307,0.153030872,5.941982633,1.368236454,0.117945185,0.154112728,4.283217284,0.230798886
4.210807351,0.039650847,4.605317203,0.0414,4.25,1546.25,947,1458.594,4.21407162,0.013232766,0.131671883,0.160438115,5.993952585,1.084431988,0.133139326,0.161749419,4.286808989,0.280116646
4.211062207,0.04051463,5.972842688,0.0414,4.25,2494.312,950,1258.469,4.213637228,0.013573274,0.100883804,0.100122308,5.194458939,0.633182219,0.102411189,0.10088045,4.276324009,0.217531897
4.211269489,0.198483749,5.474787188,0.2011,4.339,6160.766,954,4646.593,4.181099945,0.066977381,0.85209952,0.502883437,6.692868596,0.995515837,0.856756955,0.505492639,4.664657895,0.284556868
4.214019754,0.07883679,5.461533995,0.0779,4.276,9458.656,957,1344.594,4.184808664,0.082122268,0.596142106,0.52916368,6.391317223,1.298141251,0.599956037,0.531972655,4.540081115,0.287602453
4.213258166,0.055120644,5.482296954,0.0561,4.263,10680.296,959,124.844,4.188410898,0.076371635,0.532085014,0.517224279,6.228452748,1.259006672,0.535607777,0.519970175,4.513400441,0.284647498
4.211618478,0.057505576,5.936821259,0.0594,4.263,10454.688,961,348.141,4.188370894,0.075696863,0.538681043,0.514044351,6.282520749,1.142749724,0.542209994,0.516773224,4.517834753,0.286628887
4.212081566,0.125301074,4.989495178,0.1253,4.301,7624.547,963,3178.109,4.181507236,0.083656879,0.696597989,0.505737511,6.689590824,1.229018248,0.70095864,0.508467294,4.600429242,0.288202713
4.212384358,0.077654504,5.821832046,0.0795,4.276,9733.281,966,1069.766,4.195686802,0.045611544,0.561414722,0.499719681,6.195423238,0.993954333,0.565054079,0.502439511,4.538639679,0.290816245
4.21340546,0.208675435,6.233101256,0.2109,4.352,6263.687,969,4538.625,4.178884557,0.083028522,0.796482299,0.480379802,6.889465408,1.12343645,0.801422819,0.482990883,4.654013423,0.282720197
4.211727601,0.056384951,5.037414151,0.0588,4.263,10765.922,971,36.562,4.193097187,0.063690164,0.505375201,0.494354566,6.251680702,1.185831682,0.508764527,0.497033269,4.502957207,0.279527485
4.212969578,0.166500722,4.200285993,0.1673,4.326,6957.797,973,3844.469,4.184468311,0.074098337,0.722130447,0.482113317,6.680852138,1.09429453,0.726670053,0.484779092,4.617225044,0.282323664
4.210754369,0.1936695,5.400338575,0.194,4.339,6147.672,975,4655.562,4.182002741,0.077879073,0.785832692,0.46702282,6.829959559,1.122382189,0.790723529,0.469586907,4.650693918,0.279600658
4.211104318,0.057464832,4.658275714,0.0588,4.263,10422.422,978,385.468,4.199444223,0.037636023,0.50645665,0.472584999,6.068219487,1.033636869,0.509738087,0.475088688,4.516261438,0.283932434
4.209493793,0.084734505,5.255995452,0.085,4.276,8984.328,981,1819.61,4.192762332,0.062465588,0.574858732,0.48446587,6.378728514,1.211782089,0.57843391,0.487169029,4.539134256,0.279020874
4.212086768,0.098674377,3.985638681,0.1013,4.288,8738.265,983,2068.797,4.19290006,0.06085187,0.581167074,0.478467109,6.415509396,1.206675931,0.584926346,0.481116059,4.548140704,0.280206259
4.210605314,0.054841339,5.133636204,0.0594,4.263,10483.344,985,322.813,4.19723347,0.053885247,0.492516815,0.473252648,6.175301716,1.23474961,0.495730964,0.475796863,4.497496386,0.270882302
4.211050801,0.14540521,6.050256758,0.146,4.314,7434.641,987,3370.14,4.192241608,0.060975591,0.646717962,0.469318374,6.49335542,1.245115525,0.650524681,0.471905322,4.580468085,0.277251183
4.210666143,0.211472073,5.915958524,0.212,4.352,6105.297,990,4702.89,4.195551141,0.040028784,0.73501862,0.436685662,6.532265392,0.969514007,0.739507388,0.439096843,4.646395421,0.283910685
4.210774206,0.076576462,5.285135919,0.0801,4.276,9546.078,993,1259.547,4.196647212,0.051613203,0.519784702,0.458421946,6.256804077,1.187467926,0.523081375,0.460971485,4.52311482,0.277458424
4.212544003,0.166707454,5.498836755,0.1678,4.326,6907.172,995,3898.328,4.192182569,0.058584565,0.666659127,0.454057199,6.642559871,1.177290707,0.670918182,0.456586232,4.594694805,0.277570225
4.211380162,0.122456174,4.784802177,0.1275,4.301,7712.781,997,3090.235,4.195150978,0.053559959,0.608194409,0.454185899,6.551086312,1.078801343,0.61193272,0.456759073,4.560712971,0.274080171
4.209303583,0.084031511,5.799667995,0.0861,4.276,9009.906,999,1793.969,4.198799743,0.04814677,0.530505433,0.453121548,6.372880652,1.119393068,0.533750036,0.455585612,4.517611552,0.268775315
4.209426176,0.215847136,5.777491191,0.2174,4.352,5804.031,1002,5003.313,4.198637831,0.036531937,0.728201687,0.423648555,6.614960459,0.959348107,0.732681777,0.425899132,4.63891676,0.280905024
4.209651415,0.107654157,6.2532763,0.1084,4.288,8370.391,1005,2435.421,4.198235325,0.04859603,0.557773222,0.447902999,6.423992344,1.140244653,0.561322222,0.450399956,4.53549374,0.27157971
4.210917401,0.151050164,4.486911766,0.1499,4.314,7141.063,1007,3663.109,4.196699791,0.050127975,0.622614028,0.441054684,6.627454985,1.073259509,0.626506654,0.443505151,4.572158041,0.273851391
4.210701302,0.105727028,4.35985179,0.1073,4.288,8359.218,1009,2444.078,4.199552558,0.045468741,0.544540774,0.438843339,6.38944934,1.077511643,0.54787012,0.441275709,4.527210359,0.267471992
4.209371122,0.08729365,5.341114535,0.0877,4.276,9072.953,1011,918.234,4.201223688,0.042362848,0.505855393,0.435758777,6.197008785,1.15801656,0.50894122,0.438084188,4.502287289,0.261850924
